t,o,h,l,c,v
1785888000000,216.16414867674192,217.76789025851417,215.3689146706954,215.99578442337136,6474.551698410171
1785891600000,215.99578442337136,217.0783815253015,215.40529400622083,216.0626221953552,9035.55556904187
1785895200000,216.0626221953552,216.7537868718533,215.75653948098457,216.29799309299494,3591.8896500328983
1785898800000,216.29799309299494,217.89028906017893,216.29799309299494,217.12570607027922,1789.5765900780143
1785902400000,217.12570607027922,217.4510036007507,216.4393672663965,216.44785644991333,1508.7094685091924
1785906000000,216.44785644991333,218.12840567700596,216.2759841282761,217.43373328941897,2240.6472040478666
1785909600000,217.43373328941897,217.95050397800617,216.519178455849,217.40505648670333,3017.259184859499
1785913200000,217.40505648670333,217.81069431560175,216.46959973600534,216.97946704364614,3170.057066729295
1785916800000,216.97946704364614,217.61551262586843,215.70227497367338,216.65619507071995,11762.192473122019
1785920400000,216.65619507071995,216.9328628095055,215.7241446486411,216.2260845936883,6391.1267944551655
1785924000000,216.2260845936883,216.97234981044738,215.7050835973365,216.64441064529922,3530.7861296017004
1785927600000,216.64441064529922,216.83266448554878,215.80274860520663,216.18879592823015,9110.754709714523
1785931200000,216.18879592823015,216.52000792140183,214.72000951167522,215.70254434668158,9380.345688288518
1785934800000,215.70254434668158,221.54167942659595,214.93344716904252,220.61587169512666,19220.041949815826
1785938400000,220.61587169512666,222.5620339604616,218.66687367984056,219.14810934329603,10495.666160727298
1785942000000,219.14810934329603,220.46598132020534,218.24176369455276,219.75099646686496,7298.592545545437
1785945600000,219.75099646686496,221.60062057923815,218.89036112994512,221.2456064830758,3890.510597619847
1785949200000,221.2456064830758,221.9399308189687,220.5184288509236,220.96334110641547,3596.8507610616775
1785952800000,220.96334110641547,222.27121903346293,220.6046522397617,221.73899450614192,1671.20332868244
1785956400000,221.73899450614192,222.05618961389052,219.12651356171807,219.12651356171807,3166.004243778442
1785960000000,219.12651356171807,220.78857046742434,219.05989683821102,220.71474661549533,4516.421877796147
1785963600000,220.71474661549533,220.8960640323256,219.16734987390777,220.2573180510227,2926.2236196490403
1785967200000,220.2573180510227,221.72085269569206,219.86846333639855,221.08341672061024,3592.34943867678
1785970800000,221.08341672061024,221.45991713473757,220.3715301137727,220.60255961546432,2007.7666686047612
1785974400000,220.60255961546432,220.96204662540373,219.11813160337542,219.81474528593483,5169.5314107553295
1785978000000,219.81474528593483,220.508051675951,218.8021109615647,219.70200588884535,2791.645648277734
